"date","year","month","day","9116001"
1985-04-01,1985,4,1,NA
1985-05-01,1985,5,1,NA
1985-06-01,1985,6,1,NA
1985-07-01,1985,7,1,NA
1985-08-01,1985,8,1,NA
1985-09-01,1985,9,1,NA
1985-10-01,1985,10,1,NA
1985-11-01,1985,11,1,NA
1985-12-01,1985,12,1,NA
1986-01-01,1986,1,1,NA
1986-02-01,1986,2,1,NA
1986-03-01,1986,3,1,NA
1986-04-01,1986,4,1,NA
1986-05-01,1986,5,1,NA
1986-06-01,1986,6,1,NA
1986-07-01,1986,7,1,NA
1986-08-01,1986,8,1,NA
1986-09-01,1986,9,1,NA
1986-10-01,1986,10,1,NA
1986-11-01,1986,11,1,NA
1986-12-01,1986,12,1,NA
1987-01-01,1987,1,1,NA
1987-02-01,1987,2,1,NA
1987-03-01,1987,3,1,NA
1987-04-01,1987,4,1,NA
1987-05-01,1987,5,1,NA
1987-06-01,1987,6,1,NA
1987-07-01,1987,7,1,NA
1987-08-01,1987,8,1,NA
1987-09-01,1987,9,1,NA
1987-10-01,1987,10,1,NA
1987-11-01,1987,11,1,NA
1987-12-01,1987,12,1,NA
1988-01-01,1988,1,1,NA
1988-02-01,1988,2,1,NA
1988-03-01,1988,3,1,NA
1988-04-01,1988,4,1,NA
1988-05-01,1988,5,1,NA
1988-06-01,1988,6,1,NA
1988-07-01,1988,7,1,NA
1988-08-01,1988,8,1,NA
1988-09-01,1988,9,1,NA
1988-10-01,1988,10,1,NA
1988-11-01,1988,11,1,NA
1988-12-01,1988,12,1,NA
1989-01-01,1989,1,1,NA
1989-02-01,1989,2,1,NA
1989-03-01,1989,3,1,NA
1989-04-01,1989,4,1,NA
1989-05-01,1989,5,1,NA
1989-06-01,1989,6,1,NA
1989-07-01,1989,7,1,NA
1989-08-01,1989,8,1,NA
1989-09-01,1989,9,1,NA
1989-10-01,1989,10,1,NA
1989-11-01,1989,11,1,NA
1989-12-01,1989,12,1,NA
1990-01-01,1990,1,1,NA
1990-02-01,1990,2,1,NA
1990-03-01,1990,3,1,NA
1990-04-01,1990,4,1,NA
1990-05-01,1990,5,1,NA
1990-06-01,1990,6,1,NA
1990-07-01,1990,7,1,NA
1990-08-01,1990,8,1,NA
1990-09-01,1990,9,1,NA
1990-10-01,1990,10,1,NA
1990-11-01,1990,11,1,NA
1990-12-01,1990,12,1,NA
1991-01-01,1991,1,1,NA
1991-02-01,1991,2,1,NA
1991-03-01,1991,3,1,NA
1991-04-01,1991,4,1,NA
1991-05-01,1991,5,1,NA
1991-06-01,1991,6,1,NA
1991-07-01,1991,7,1,NA
1991-08-01,1991,8,1,NA
1991-09-01,1991,9,1,NA
1991-10-01,1991,10,1,NA
1991-11-01,1991,11,1,NA
1991-12-01,1991,12,1,NA
1992-01-01,1992,1,1,NA
1992-02-01,1992,2,1,NA
1992-03-01,1992,3,1,NA
1992-04-01,1992,4,1,NA
1992-05-01,1992,5,1,NA
1992-06-01,1992,6,1,NA
1992-07-01,1992,7,1,NA
1992-08-01,1992,8,1,NA
1992-09-01,1992,9,1,NA
1992-10-01,1992,10,1,NA
1992-11-01,1992,11,1,NA
1992-12-01,1992,12,1,NA
1993-01-01,1993,1,1,NA
1993-02-01,1993,2,1,NA
1993-03-01,1993,3,1,NA
1993-04-01,1993,4,1,NA
1993-05-01,1993,5,1,NA
1993-06-01,1993,6,1,NA
1993-07-01,1993,7,1,NA
1993-08-01,1993,8,1,NA
1993-09-01,1993,9,1,NA
1993-10-01,1993,10,1,NA
1993-11-01,1993,11,1,NA
1993-12-01,1993,12,1,NA
1994-01-01,1994,1,1,NA
1994-02-01,1994,2,1,NA
1994-03-01,1994,3,1,NA
1994-04-01,1994,4,1,NA
1994-05-01,1994,5,1,NA
1994-06-01,1994,6,1,NA
1994-07-01,1994,7,1,NA
1994-08-01,1994,8,1,NA
1994-09-01,1994,9,1,NA
1994-10-01,1994,10,1,NA
1994-11-01,1994,11,1,NA
1994-12-01,1994,12,1,NA
1995-01-01,1995,1,1,NA
1995-02-01,1995,2,1,NA
1995-03-01,1995,3,1,NA
1995-04-01,1995,4,1,NA
1995-05-01,1995,5,1,NA
1995-06-01,1995,6,1,NA
1995-07-01,1995,7,1,NA
1995-08-01,1995,8,1,NA
1995-09-01,1995,9,1,NA
1995-10-01,1995,10,1,NA
1995-11-01,1995,11,1,NA
1995-12-01,1995,12,1,NA
1996-01-01,1996,1,1,NA
1996-02-01,1996,2,1,NA
1996-03-01,1996,3,1,NA
1996-04-01,1996,4,1,NA
1996-05-01,1996,5,1,NA
1996-06-01,1996,6,1,NA
1996-07-01,1996,7,1,NA
1996-08-01,1996,8,1,NA
1996-09-01,1996,9,1,NA
1996-10-01,1996,10,1,NA
1996-11-01,1996,11,1,NA
1996-12-01,1996,12,1,NA
1997-01-01,1997,1,1,NA
1997-02-01,1997,2,1,NA
1997-03-01,1997,3,1,NA
1997-04-01,1997,4,1,NA
1997-05-01,1997,5,1,NA
1997-06-01,1997,6,1,NA
1997-07-01,1997,7,1,NA
1997-08-01,1997,8,1,NA
1997-09-01,1997,9,1,NA
1997-10-01,1997,10,1,NA
1997-11-01,1997,11,1,NA
1997-12-01,1997,12,1,NA
1998-01-01,1998,1,1,2.041
1998-02-01,1998,2,1,22.833
1998-03-01,1998,3,1,18.837
1998-04-01,1998,4,1,63.061
1998-05-01,1998,5,1,141.362
1998-06-01,1998,6,1,159.769
1998-07-01,1998,7,1,107.991
1998-08-01,1998,8,1,152.857
1998-09-01,1998,9,1,76.069
1998-10-01,1998,10,1,13.298
1998-11-01,1998,11,1,26.953
1998-12-01,1998,12,1,28.236
1999-01-01,1999,1,1,11.15
1999-02-01,1999,2,1,29.277
1999-03-01,1999,3,1,46.481
1999-04-01,1999,4,1,40.569
1999-05-01,1999,5,1,226.479
1999-06-01,1999,6,1,313.192
1999-07-01,1999,7,1,123.069
1999-08-01,1999,8,1,113.281
1999-09-01,1999,9,1,184.373
1999-10-01,1999,10,1,42.008
1999-11-01,1999,11,1,18.447
1999-12-01,1999,12,1,12.483
2000-01-01,2000,1,1,3.629
2000-02-01,2000,2,1,134.398
2000-03-01,2000,3,1,11.093
2000-04-01,2000,4,1,71.079
2000-05-01,2000,5,1,119.206
2000-06-01,2000,6,1,483.239
2000-07-01,2000,7,1,147.88
2000-08-01,2000,8,1,145.256
2000-09-01,2000,9,1,141.707
2000-10-01,2000,10,1,53.201
2000-11-01,2000,11,1,43.105
2000-12-01,2000,12,1,29.535
2001-01-01,2001,1,1,83.677
2001-02-01,2001,2,1,1.195
2001-03-01,2001,3,1,67.459
2001-04-01,2001,4,1,79.725
2001-05-01,2001,5,1,295.051
2001-06-01,2001,6,1,228.951
2001-07-01,2001,7,1,310.27
2001-08-01,2001,8,1,137.59
2001-09-01,2001,9,1,32.934
2001-10-01,2001,10,1,38.171
2001-11-01,2001,11,1,65.18
2001-12-01,2001,12,1,3.201
2002-01-01,2002,1,1,14.683
2002-02-01,2002,2,1,29.379
2002-03-01,2002,3,1,111.463
2002-04-01,2002,4,1,111.596
2002-05-01,2002,5,1,264.341
2002-06-01,2002,6,1,189.173
2002-07-01,2002,7,1,145.64
2002-08-01,2002,8,1,242.99
2002-09-01,2002,9,1,140.386
2002-10-01,2002,10,1,291.266
2002-11-01,2002,11,1,95.14
2002-12-01,2002,12,1,44.687
2003-01-01,2003,1,1,10.725
2003-02-01,2003,2,1,2.97
2003-03-01,2003,3,1,18.716
2003-04-01,2003,4,1,63.898
2003-05-01,2003,5,1,76.003
2003-06-01,2003,6,1,322.061
2003-07-01,2003,7,1,118.81
2003-08-01,2003,8,1,85.845
2003-09-01,2003,9,1,147.982
2003-10-01,2003,10,1,68.069
2003-11-01,2003,11,1,75.91
2003-12-01,2003,12,1,25.879
2004-01-01,2004,1,1,1.855
2004-02-01,2004,2,1,17.153
2004-03-01,2004,3,1,73.838
2004-04-01,2004,4,1,126.023
2004-05-01,2004,5,1,31.278
2004-06-01,2004,6,1,237.253
2004-07-01,2004,7,1,197.833
2004-08-01,2004,8,1,125.138
2004-09-01,2004,9,1,100.913
2004-10-01,2004,10,1,154.686
2004-11-01,2004,11,1,84.043
2004-12-01,2004,12,1,40.856
2005-01-01,2005,1,1,10.164
2005-02-01,2005,2,1,0.625
2005-03-01,2005,3,1,34.339
2005-04-01,2005,4,1,43.801
2005-05-01,2005,5,1,335.583
2005-06-01,2005,6,1,274.227
2005-07-01,2005,7,1,132.219
2005-08-01,2005,8,1,226.872
2005-09-01,2005,9,1,74.114
2005-10-01,2005,10,1,54.956
2005-11-01,2005,11,1,92.884
2005-12-01,2005,12,1,49.735
2006-01-01,2006,1,1,49.298
2006-02-01,2006,2,1,23.723
2006-03-01,2006,3,1,37.676
2006-04-01,2006,4,1,105.104
2006-05-01,2006,5,1,210.762
2006-06-01,2006,6,1,278.937
2006-07-01,2006,7,1,224.575
2006-08-01,2006,8,1,177.294
2006-09-01,2006,9,1,120.129
2006-10-01,2006,10,1,81.589
2006-11-01,2006,11,1,5.462
2006-12-01,2006,12,1,56.667
2007-01-01,2007,1,1,4.681
2007-02-01,2007,2,1,38.856
2007-03-01,2007,3,1,22.717
2007-04-01,2007,4,1,138.484
2007-05-01,2007,5,1,105.559
2007-06-01,2007,6,1,90.074
2007-07-01,2007,7,1,170.647
2007-08-01,2007,8,1,91.936
2007-09-01,2007,9,1,69.964
2007-10-01,2007,10,1,54.212
2007-11-01,2007,11,1,14.72
2007-12-01,2007,12,1,28.313
2008-01-01,2008,1,1,2.571
2008-02-01,2008,2,1,9.745
2008-03-01,2008,3,1,12.841
2008-04-01,2008,4,1,43.585
2008-05-01,2008,5,1,249.8
2008-06-01,2008,6,1,156.787
2008-07-01,2008,7,1,164.378
2008-08-01,2008,8,1,165.965
2008-09-01,2008,9,1,38.599
2008-10-01,2008,10,1,25.299
2008-11-01,2008,11,1,16.935
2008-12-01,2008,12,1,15.339
2009-01-01,2009,1,1,6.045
2009-02-01,2009,2,1,31.81
2009-03-01,2009,3,1,10.412
2009-04-01,2009,4,1,8.67
2009-05-01,2009,5,1,180.642
2009-06-01,2009,6,1,193.561
2009-07-01,2009,7,1,110.784
2009-08-01,2009,8,1,150.477
2009-09-01,2009,9,1,52.129
2009-10-01,2009,10,1,117.246
2009-11-01,2009,11,1,111.943
2009-12-01,2009,12,1,34.773
2010-01-01,2010,1,1,13.598
2010-02-01,2010,2,1,62.78
2010-03-01,2010,3,1,12.055
2010-04-01,2010,4,1,1.952
2010-05-01,2010,5,1,65.499
2010-06-01,2010,6,1,173.622
2010-07-01,2010,7,1,160.801
2010-08-01,2010,8,1,163.126
2010-09-01,2010,9,1,23.973
2010-10-01,2010,10,1,40.007
2010-11-01,2010,11,1,40.312
2010-12-01,2010,12,1,27.305
2011-01-01,2011,1,1,40.527
2011-02-01,2011,2,1,18.131
2011-03-01,2011,3,1,69.932
2011-04-01,2011,4,1,155.94
2011-05-01,2011,5,1,123.719
2011-06-01,2011,6,1,137.273
2011-07-01,2011,7,1,78.609
2011-08-01,2011,8,1,160.519
2011-09-01,2011,9,1,113.509
2011-10-01,2011,10,1,40.931
2011-11-01,2011,11,1,65.418
2011-12-01,2011,12,1,7.778
2012-01-01,2012,1,1,8.587
2012-02-01,2012,2,1,99.612
2012-03-01,2012,3,1,11.044
2012-04-01,2012,4,1,10.136
2012-05-01,2012,5,1,183.898
2012-06-01,2012,6,1,293.134
2012-07-01,2012,7,1,16.336
2012-08-01,2012,8,1,83.065
2012-09-01,2012,9,1,28.112
2012-10-01,2012,10,1,36.423
2012-11-01,2012,11,1,38.226
2012-12-01,2012,12,1,125.418
2013-01-01,2013,1,1,2.287
2013-02-01,2013,2,1,24.461
2013-03-01,2013,3,1,13.808
2013-04-01,2013,4,1,37.536
2013-05-01,2013,5,1,169.446
2013-06-01,2013,6,1,148.541
2013-07-01,2013,7,1,68.585
2013-08-01,2013,8,1,90.177
2013-09-01,2013,9,1,73.178
2013-10-01,2013,10,1,28.511
2013-11-01,2013,11,1,42.393
2013-12-01,2013,12,1,0.457
2014-01-01,2014,1,1,13.483
2014-02-01,2014,2,1,3.111
2014-03-01,2014,3,1,33.881
2014-04-01,2014,4,1,57.151
2014-05-01,2014,5,1,163.119
2014-06-01,2014,6,1,247.303
2014-07-01,2014,7,1,164.123
2014-08-01,2014,8,1,106.629
2014-09-01,2014,9,1,91.452
2014-10-01,2014,10,1,31.045
2014-11-01,2014,11,1,24.708
2014-12-01,2014,12,1,14.117
2015-01-01,2015,1,1,0.004
2015-02-01,2015,2,1,0.771
2015-03-01,2015,3,1,2.781
2015-04-01,2015,4,1,70.08
2015-05-01,2015,5,1,148.698
2015-06-01,2015,6,1,182.105
2015-07-01,2015,7,1,172.016
2015-08-01,2015,8,1,174.275
2015-09-01,2015,9,1,143.103
2015-10-01,2015,10,1,68.805
2015-11-01,2015,11,1,15.058
2015-12-01,2015,12,1,31.429
2016-01-01,2016,1,1,8.19
2016-02-01,2016,2,1,0.328
2016-03-01,2016,3,1,15.283
2016-04-01,2016,4,1,92.949
2016-05-01,2016,5,1,129.524
2016-06-01,2016,6,1,3.087
2016-07-01,2016,7,1,199.878
2016-08-01,2016,8,1,62.982
2016-09-01,2016,9,1,45.486
2016-10-01,2016,10,1,99.751
2016-11-01,2016,11,1,21.012
2016-12-01,2016,12,1,29.927
2017-01-01,2017,1,1,12.125
2017-02-01,2017,2,1,19.325
2017-03-01,2017,3,1,52.712
2017-04-01,2017,4,1,59.459
2017-05-01,2017,5,1,87.213
2017-06-01,2017,6,1,205.692
2017-07-01,2017,7,1,43.331
2017-08-01,2017,8,1,172.371
2017-09-01,2017,9,1,79.035
2017-10-01,2017,10,1,92.895
2017-11-01,2017,11,1,24.281
2017-12-01,2017,12,1,17.884
2018-01-01,2018,1,1,8.908
2018-02-01,2018,2,1,11.093
2018-03-01,2018,3,1,90.493
2018-04-01,2018,4,1,108.036
2018-05-01,2018,5,1,157.776
2018-06-01,2018,6,1,94.621
2018-07-01,2018,7,1,64.448
2018-08-01,2018,8,1,100.804
2018-09-01,2018,9,1,159.584
2018-10-01,2018,10,1,102.502
2018-11-01,2018,11,1,89.82
2018-12-01,2018,12,1,25.317
2019-01-01,2019,1,1,NA
2019-02-01,2019,2,1,NA
2019-03-01,2019,3,1,NA
2019-04-01,2019,4,1,NA
2019-05-01,2019,5,1,NA
2019-06-01,2019,6,1,NA
2019-07-01,2019,7,1,NA
2019-08-01,2019,8,1,NA
2019-09-01,2019,9,1,NA
2019-10-01,2019,10,1,NA
2019-11-01,2019,11,1,NA
2019-12-01,2019,12,1,NA
